registroans;cnpj;razaosocial;nomefantasia;modalidade;logradouro;numero;complemento;bairro;cidade;uf;cep;ddd;telefone;fax;enderecoeletronico;representante;cargorepresentante;dataregistroans
422924;40700000000000;ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA;ODONTOCOOP;Odontologia de Grupo;AVENIDA DOM ANTÔNIO BRANDÃO ;203;SALA 402 - EDIFICIO 203 OFFICES;FAROL;Maceió;AL;57051190;82;30214141;;contato@dcampos.com.br;CLEWERTON FARIAS DE BRITO;SÓCIO ADMINISTRADOR;2021-08-11
389854;2750000000000;ODONTOGROUP SISTEMA DE SAÚDE LTDA.;ODONTOGROUP;Odontologia de Grupo;SAUS QUADRA 04 - BL. A;SALAS 1101/1112;ED. VICTORIA OFFICE TOWER;ASA SUL;Brasília;DF;70070938;61;30386011;8007043663;odontogroup@odontogroup.com.br;ANA REGINA MARTINS CERQUEIRA SALGADO;DIRETORA GERAL;1998-12-16
417831;10400000000000;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;ODONTO LIVE;Odontologia de Grupo;RUA ABRÃO ANTONIO;453;;JARDIM PLANALTO;Birigui;SP;16203520;18;36430446;36414257;aranieri@odontolive.com;ANTONIO AUGUSTO POLIZEL RANIERI;SÓCIO - DIRETOR;2011-01-24
419184;15400000000000;ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME;ODONTOMAIS;Odontologia de Grupo;RUA CORONEL CASCUDO;331;;CIDADE ALTA;Natal;RN;59025260;84;32213918;32213918;ADMODONTOMAIS@HOTMAIL.COM;CLIMÉRIO DE ALMEIDA MAIA NETO;ADMINISTRADOR;2013-11-11
419583;17200000000000;ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;ODONTOMAXI;Odontologia de Grupo;RUA DAS PITANGUEIRAS;18;SALA 72 - 7º ANDAR;JARDIM PITANGUEIRAS I;Jundiaí;SP;13202450;11;998796106;;flavia.magalhaes@odontomaxi.com.br;FLÁVIA MAGALHÃES DA SILVA;SÓCIO-ADMINISTRADOR;2014-10-06
418714;14700000000000;ODONTOPARÁ PLANO DE SAÚDE E CLÍNICA ODONTOLÓGICA LTDA;ODONTOPARA LTDA;Odontologia de Grupo;RUA DOS MUNDURUCUS;2444;ALTOS;NAZARé;Belém;PA;66040270;91;9132415321;;ODONTOPARALTDA@HOTMAIL.COM;SEBASTIÃO JOSÉ SOUZA DE CASTRO;SÓCIO;2012-12-10
422088;34900000000000;ODONT-OPERADORA ODONTOLOGICA LTDA;;Odontologia de Grupo;RUA JAGUARARI;2281;LOTE 120, EFC 43;LAGOA NOVA;Natal;RN;59054500;;;;diretoria@odont.com.br;PABLO DAMIAO DA SILVA SANTOS;SÓCIO ADMINISTRADOR;2019-12-18
301949;58100000000000;ODONTOPREV S/A;ODONTOPREV;Odontologia de Grupo;AV. MARCOS PENTEADO DE ULHÔA RODRIGUES;939;14º PAVIMENTO - CONJUNTO 1401;CASTELO BRANCO OFFICE PARK;Barueri;SP;6460040;11;21686870;21812211;lblanco@odontoprev.com.br;ROBERTO SEME CURY;REPRESENTANTE LEGAL;1998-12-18
412040;362000000000;ODONTOREAL LTDA.;ODONTOREALE;Odontologia de Grupo;AV. GOV. CARLOS DE LIMA CAVALCANTI;229;;DERBY;Recife;PE;50070110;81;30718299;34218544;odontoreale@gmail.com;ALEXANDRE JOSÉ FERRAZ;SÓCIO GERENTE;2000-08-29
418200;83300000000000;ODONTOVIDA LTDA ME;ODONTOVIDA;Odontologia de Grupo;RUA EUCLIDES DA CUNHA;21;;CASTANHEIRA;Belém;PA;66645130;91;32314000;;ODONTOVIDA@ODONTOVIDAPARA.COM.BR;SANDOVAL RIBEIRO RODRIGUES;SÓCIO-PROPRIETÁRIO;2011-09-13
422428;37800000000000;ODONTOWAY - PLANOS ODONTOLOGICOS EIRELI;ODONTOWAY - PLANOS ODONTOLOGICOS;Odontologia de Grupo;Rua Artur de Azevedo;1.697;Salas 5 e 6;Pinheiros;Santo André;SP;5404014;11;36859838;;diretoria@odontowaysaude.com.br;ADRIANA APARECIDA DA CRUZ SEIXAS;Representante junto à ANS;2020-10-22
416738;8710000000000;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;OESTE SAÚDE;Medicina de Grupo;AVENIDA ONZE DE MAIO;1521;;VILA LIBERDADE;Presidente Prudente;SP;19050050;18;39185105;;oestesaude@oestesaude.com.br;MARCELO DE TOLEDO CERQUEIRA;DIRETOR PRESIDENTE;2008-10-03
359661;44700000000000;OMINT SERVIÇOS DE SAÚDE LTDA.;OMINT;Medicina de Grupo;RUA FRANZ SCHUBERT;33;;JD PAULISTANO;São Paulo;SP;1454020;11;21324000;38134949;relacionamento-ans@omint.com.br;ANDRE DO AMARAL COUTINHO;DIRETOR GERAL;1998-12-16
407534;28000000000000;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;Medicina de Grupo;RUA SÃO JANUÁRIO;468;;VASCO DA GAMA;Rio de Janeiro;RJ;20921003;2;124026388;133016013;grupoonix2006@yahoo.com.br;CECI BANDEIRA DE MELO PEREIRA FILHA;REPRESENTANTE LEGAL;1999-08-23
420743;25200000000000;OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA;ODONTOCLÍNICA PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA 24 DE NOVEMBRO;182;;CENTRO - SERRA CAIADA;Serra Caiada;RN;59245000;84;988148097;;AGASILVA2@HOTMAIL.COM;AGAMENON SEVERIANO DA SILVA;SÓCIO ADMINISTRADOR;2016-12-28
419681;21600000000000;OPERADORA DE PLANOS ODONTOLOGICOS ORTOBAHIA LTDA;ORTOBAHIA PLANOS ODONTOLOGICOS;Odontologia de Grupo;AVENIDA ANTONIO CARLOS MAGALHÃES;2671; SALA 102, EDIFICIO BAHIA CENTER;BROTAS;Salvador;BA;40280900;85;82556177;;JOAO@ORTOBAHIA.COM.BR;JOÃO BATISTA DA SILVA;SÓCIO ADMINISTRADOR;2015-03-05
422673;37300000000000;OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA;ULTRAODONTO;Odontologia de Grupo;RUA CARLOS DIAS DA SILVA;37-A;;ITINGA;Lauro de Freitas;BA;42738560;71;30514003;;meireantunes@ultraodonto.com.br;JONE LIMA MOREIRA;SOCIO ADMINISTRADOR;2021-02-09
350729;2910000000000;OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA;CONSAUDE;Medicina de Grupo;AV. JOÃO MANOEL DOS SANTOS RIBAS;1140;;NOVA RUSSIA;Ponta Grossa;PR;84051410;4;232202750;232202759;diretoria@consaude.com;ANIZIA HORODENSKI;DIRETORA ADMINISTRATIVA;1998-12-24
419699;20900000000000;OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA;SANTA CASA SAÚDE;Medicina de Grupo;AVENIDA MATO GROSSO;351;;CENTRO;Campo Grande;MS;79002230;;;;beatriz.lemes@santacasasaudecg.com.br;BEATRIZ LEMES DA SILVA;ADMINISTRADOR;2015-03-05
318477;2890000000000;OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.;TOTAL MEDCARE;Medicina de Grupo;RUA ROCHA POMBO;54;;ACLIMAÇÃO;São Paulo;SP;1525010;11;28387095;68387095;operadora.unicentral@hasp.org.br;RAFAEL FRANCISCO DE ALMEIDA;DIRETOR GERENTE GERAL;1998-12-21
354511;2770000000000;OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA;SILVESTRE SAÚDE;Medicina de Grupo;RUA  DEZENOVE DE FEVEREIRO ;140;3º ANDAR ;BOTAFOGO;Rio de Janeiro;RJ;22280030;21;30318001;;diretoria@silvestresaude.com.br;NILSON FONTANA;DIRETOR ADMINISTRATIVO;1998-12-21
418226;13800000000000;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;OPLAN SAÚDE;Medicina de Grupo;RUA ARY PARREIRAS;201;;CENTRO ;Itaguaí;RJ;23816541;21;24183389;24183389;relacionamento.ans@cemeru.com;MAURO GOMES DIAS ;REPRESENTANTE;2011-09-13
418447;4940000000000;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;AVENIDA ESTADOS UNIDOS;311;;PARQUE DAS NAçOES;Santo André;SP;9210300;11;49974869;;oralgam@terra.com.br;GIL CARLOS FERNANDES;DIRETOR TÉCNICO ;2012-03-14
422649;39700000000000;ORAL LIFE PLANO ODONTOLOGICO LTDA;ORAL LIFE;Odontologia de Grupo;AVENIDA SENADOR LEMOS;443;EDIF VILLAGE EXECUTIVE - SALA 508;UMARIZAL;Belém;PA;66050000;91;991811892;;orallifeplano@gmail.com;RODRIGO CORREA CORVELO;SÓCIO - DIRETOR;2021-03-11
311693;2480000000000;ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.;;Odontologia de Grupo;RUA GENERAL OSVALDO PINTO DA VEIGA;350;(ANTIGA RUA 14) - SALAS 830 E 831;VILA SANTA CECÍLIA;Volta Redonda;RJ;27260140;24;33424851;33424851;oralsaude@hotmail.com;GENILCE PAIVA GONÇALVES;GERENTE;1999-01-27
366510;1970000000000;ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA;ORAL SAÚDE DE IBITINGA SERV. ODONTOL. S/S LTDA;Odontologia de Grupo;AVENIDA DOM PEDRO II;1095;;CENTRO;Ibitinga;SP;14940000;16;33427336;33427336;oralsaudeibitinga@uol.com.br;RENATO LUIZ MARTINS;DIRETOR;1999-01-27
402478;304000000000;ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA.;MEDCLASS SAÚDE;Medicina de Grupo;RUA 19 DE SETEMBRO ;198;;CENTRO;Paripueira;AL;57935970;82;30333088;822823361;ans@medclassplanos.com.br;NEWBER RONALD COELHO DAS NEVES;DIRETOR;1999-03-24
412996;3990000000000;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;ORALE;Odontologia de Grupo;AVENIDA ANITA GARIBALDI;1133;SALA 1204;ONDINA;Salvador;BA;40170136;;;;adm@orale.com.br;MARCOS BARRETO REGIS;ADMINISTRADOR;2001-01-16
420972;26800000000000;ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS - EIRELI;ORALPLAN;Odontologia de Grupo;AVENIDA CARAVELAS;3;SALA 28 - ED. GALERIA DIVAMAR;PRAIA DO FRANCES;Marechal Deodoro;AL;57160000;82;30221702;;diretoria@oralplan.vc;FABIO SANTOS DE ALMEIDA;REPRESENTANTE;2017-07-21
404772;1630000000000;ORION ODONTOLOGIA  LTDA;INSISO;Odontologia de Grupo;AVENIDA PAULISTA;1765;7° ANDAR, CONJ. 72 - CV 8262;BELA VISTA;São Paulo;SP;1311200;11;44782800;44782800;orion@orionodonto.com.br;PAULO CARDONA LICCA;Sócio Administrador;1999-06-08
416371;7480000000000;ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA;ODONTOMIX;Odontologia de Grupo;AVENIDA PAULISTA;1765;7º ANDAR - CJ 72 - CV 9719;BELA VISTA;São Paulo;SP;1311930;11;36220160;45227181;ouvidoria@orionbrasil.com.br;LUIZ EDUARDO GALIZZA RIZZO;SÓCIO-ADMINISTRADOR;2007-09-18
419991;18500000000000;OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME;OROS OPERADORA DE PLANOS ODONTOLÓGICOS;Odontologia de Grupo;AVENIDA JOSÉ RUSCHI;246;;CENTRO;Santa Teresa;ES;29650000;27;32591077;;MARCELOSALVIATO@HOTMAIL.COM;MARCELO NASCIMENTO SALVIATO;SÓCIO ADMINISTRADOR;2015-12-09
416665;2910000000000;ORTOVIDE CLÍNICA ORTODÔNTICA LTDA;ODONTOVIDE PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA VENERIANO DOS PASSOS;178;SALA 23;MUNICÍPIO;Videira;SC;89560000;49;35664332;35664332;odontovida@formatto.com.br;JACIR RIBEIRO DE FREITAS;ADMINISTRADOR;2008-04-28
423157;30800000000000;OX SAUDE LTDA;SAMAR SAUDE;Medicina de Grupo;RUA ABUNA;2075;SALA 08;SÃO JOAO BOSCO;Porto Velho;RO;76803749;69;93219878;;OXSAUDEADM@GMAIL.COM;JUCICLEIA MEDEIROS DE SOUZA;SOCIO - ADMINISTRADORA ;2022-04-28
315265;82400000000000;PARANA ASSISTENCIA MEDICA LTDA;PAM;Medicina de Grupo;AVENIDA CARLOS CORREA BORGES;1130;SALA 03, TÉRREO E 1 ANDAR;JARDIM GUAPORÉ;Maringá;PR;87060215;44;32181530;32181532;pam@pam.med.br;PAULO RODRIGUES DE LIMA;DIRETOR ADMINISTRADOR;1998-12-22
350141;76700000000000;PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A;PARANÁ CLÍNICAS;Medicina de Grupo;AVENIDA GETÚLIO VARGAS;3201;;ÁGUA VERDE;Curitiba;PR;80240041;41;33403023;33403042;info@paranaclinicas.com.br;JULIANA CRUZ CALIGIURI;DIRETORA;1998-12-16
415782;7080000000000;PARRA ODONTOLOGIA LTDA;PARRA ODONTOLOGIA - ATUAL CONVENIO;Odontologia de Grupo;RUA MARECHAL RONDON;150;;JARDIM SUMARÉ;Ribeirão Preto;SP;14025430;16;39416768;39416768;atual@atualodontologia.com.br;NEWTON BARBOSA PARRA;DIRETOR;2006-10-25
331988;39400000000000;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;PASA;Autogestão;AV. PRESIDENTE VARGAS;3131;SALAS 1003, 1004, 1005 e 1006;CIDADE NOVA;Rio de Janeiro;RJ;20210911;21;21395702;22405625;juridico.pasa@vale.com;BRUNO CAMARA MEIRA;DIR. ADMINISTRAÇAO E FINANÇAS;1998-12-22
422584;38300000000000;PB ASSISTENCIA MEDICA EU LTDA;PBPLAN;Medicina de Grupo;AV TANCREDO NEVES;939;EDIF ESPLANADA TOWER LOJA 05;CAMINHO DAS ARVORES;Salvador;BA;41820021;71;84312648;;michelle.pacheco@planobrasilsaude.com.br;PAULO BRITO BITTENCOURT;sócio administrador;2021-01-13
422355;36200000000000;PD BRASIL ASSISTENCIA ODONTOLOGICA EIRELI;PRODENTAL BRASIL ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;TV SANTA BARBARA;4;SALA 1208;COMERCIO;Salvador;BA;40015190;71;981727851;;victor@prodentalbrasil.com.br;VICTOR SILVEIRA GUSMÃO;DIRETOR EXECUTIVO;2020-08-04
420115;23600000000000;PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS LTDA;TEC PEN ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;AVENIDA PAULISTA;453;CJ 23 - SALA 10;BELA VISTA;São Paulo;SP;1311000;11;45888844;45888844;ROCCHI@TERRA.COM.BR;LEONARDO DIVINO COSTA GUERREIRO;ADMINISTRADOR;2016-05-02
421774;30500000000000;PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS S/A;PENTÁGONO ADMINISTRADORA;Administradora de Benefícios;RUA DOUTOR PEDROSA;183;CASA, CONDOMÍNIO PEDROSA DR CJ;CENTRO;Curitiba;PR;80420120;41;32771313;;pedro@sallusadministradora.com.br;JESSICA CRISTINA TAVARES MELLA;REPRESENTANTE;2019-06-19
421707;31100000000000;PERSONAL CARE OPERADORA DE SAÚDE SA;NORDEN HOSPITAL;Medicina de Grupo;AVENIDA GETULIO VARGAS;740;SALA 67;VILA LUTFALLA;São Carlos;SP;13570390;16;33632200;;contato@meunorden.com;ANTONIO MONTEIRO PINOTTI AFFONSO;SÓCIO ADMINISTRADOR;2019-07-16
366871;33000000000000;PETRÓLEO BRASILEIRO S.A.-PETROBRAS;PETROBRAS;Autogestão;AVENIDA REPÚBLICA DO CHILE;65;;CENTRO;Rio de Janeiro;RJ;20031912;21;32242544;32241360;robertosabido@petrobras.com.br;ROBERTO SANTIAGO SABIDO;REPRESENTANTE;1998-12-31
419486;17900000000000;PLADISA PLANOS DE SAÚDE SA;PLADISA;Medicina de Grupo;RUA CORONEL FAGUNDES;100;SALA 02 - EDIFÍCIO DR. ARY DALASEN;CENTRO;Videira;SC;89560156;49;35660811;;pladisa@pladisa.com.br;JOACIR FERREIRA;DIRETOR ADMNISTRATIVO;2014-09-02
343463;15600000000000;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;RUA MANOEL JOVENTINO MAGALHÃES ;s/n;;SANTA BÁRBARA I ;Carmópolis;SE;49740000;79;40093100;40093121;plamed@plamed.com.br;MAÍSA CRUZ MITIDIERI;REPRESENTANTE LEGAL;1998-12-30
413551;4300000000000;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;PLAMEDH;Medicina de Grupo;AVENIDA NOSSA SENHORA DO PILAR;115;;CENTRO;São João del Rei;MG;36307372;32;33715795;;gerencia@plamedh.com.br;MARCOS ANDRE DILASCIO DETOMI;ADMINISTRADOR;2001-04-19
324299;68700000000000;PLAMER PLANO MEDICO RESENDE LTDA;PLAMER - PLANO MEDICO RESENDE;Medicina de Grupo;RUA  Sebastião José Rodrigues ;60;;COMERCIAL;Resende;RJ;27542060;24;33839200;33839211;ouvidoria@plamer.com.br;EDI-NOBÁ DE SOUZA BALIEIRO;DIRETOR ADMINISTRATIVO;1998-12-17
422771;41400000000000;PLAN SAÚDE LTDA;;Medicina de Grupo;OSWALDO CRUZ;1521.0;;CENTRO;Campo Largo;PR;83601150;41;9966099888;;felipebassani@hotmail.com;JOÃO FELIPE BASSANI NUNES FERREIRA;SÕCIO ADMINISTRADOR;2021-05-19
363391;2510000000000;PLANO ASSISTENCIAL SÃO LUCAS LTDA;SÃO LUCAS SAÚDE;Medicina de Grupo;RUA DOM PEDRO II;780;3º ANDAR - SALAS 301 A 304;CENTRO;Governador Valadares;MG;35010090;33;32797600;32797600;juniorsaolucassaude@veloxmail.com.br;JOSE FERREIRA JUNIOR;DIRETOR ADMINISTRATIVO;1999-01-04
382281;22000000000000;PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;PLAM;Medicina de Grupo;RUA ROOSEVELT DE OLIVEIRA;251;;APARECIDA;Uberlândia;MG;38400610;34;32318012;32318012;uniaocon@triang.com.br;NEUBER MARTINS FONSECA;DIRETOR ADMINISTRATIVO;1999-01-04
417106;10800000000000;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;ODONTO S.A;Odontologia de Grupo;AVENIDA PROFESSOR MAGALHÃES NETO;1550;SALAS 1501 A 1504 - ED. PREMIER TOWER EM;PITUBA;Salvador;BA;41810012;71;32403176;;vasconcelos@odontosa.com.br;RODRIGO ALVES VASCONCELOS DE ALMEIDA;SÓCIO ADMINISTRADOR;2009-10-29
360244;2860000000000;PLANO DE SAÚDE ANA COSTA LTDA.;PLANO DE SAÚDE ANA COSTA LTDA.;Medicina de Grupo;AV ANA COSTA;468;;GONZAGA;Santos;SP;11060002;13;32851200;32851200;anacostasaude@anacostasaude.com.br;CAROLINA DE MOLLA LORENZATTO;REPRESENTANTE LEGAL;1998-12-16
411582;3640000000000;PLANO DE SAUDE ASES LTDA.;ASES;Medicina de Grupo;RUA CONSELHEIRO OTAVIANO;130;;CENTRO;Campos dos Goytacazes;RJ;28010140;22;27262000;27330866;planoases@ases.com.br;RENATO GOMES DE SOUZA VALE;DIRETOR FINANCEIRO;2000-06-27
420166;24600000000000;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;SANTA CASA SAÚDE;Medicina de Grupo;RUA CLEMENTE FERREIRA;125;;CENTRO;Bragança Paulista;SP;12900051;11;44818015;;rosana.lima@scsbp.com.br;JOÃO JOSÉ MARQUES;PRESIDENTE;2016-07-06
411256;3010000000000;PLANO HOSPITAL SAMARITANO LTDA;PHS SAMARITANO SAÚDE;Medicina de Grupo;RUA DR. MIGUEL PENTEADO;1018;;JD. CHAPADÃO;Campinas;SP;13070118;19;32324434;32326272;phs@samaritanocampinas.com.br;RICARDO DE CAPRIO;SÓCIO ADMINISTRADOR;2000-05-12
415936;5980000000000;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;DENTALVIDAS;Odontologia de Grupo;AVENIDA MACAPÁ;484;;VENEZA;Ipatinga;MG;35164253;31;36170436;;gerfinanceirosolucoes@outlook.com;WANDERSON LAGE;REPRESENTANTE;2007-03-08
358053;37000000000000;PLANO SAÚDE SÃO FRANCISCO LTDA.;PLANMED;Medicina de Grupo;RUA 9-A;304;;SETOR AEROPORTO;Goiânia;GO;74075050;62;32242808;32125833;planmed@planmed.com.br;AUGUSTO CESAR RAMOS DE ARAUJO;SOCIO/ADMINISTRADOR;1998-12-30
415987;4430000000000;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;ORAL SANTA HELENA;Odontologia de Grupo;RUA CAMPOS;130;;SÃO JOSE;Aracaju;SE;49015220;79;32116668;32116668;contato@oralsantahelena.com.br;JOSAN PEREIRA TENORIO;SÓCIO-ADMINISTRATIVO;2007-04-13
416517;2700000000000;PLANODENTE LTDA.;;Odontologia de Grupo;RUA DOUTOR MILTON BANDEIRA;140;LOJA 202;CENTRO;Viçosa;MG;36570000;31;38916362;38916362;PLANODENTE@HOTMAIL.COM;MARIA HELENA PIRES SILVA;ADMINISTRADORA;2008-01-22
418986;11800000000000;PLATINUM ADMINISTRADORA DE BENEFICIOS;;Administradora de Benefícios;SRTVS QUADRA 701, CONJUNTO L, BLOCO 02;38;TÉRREO II, SALA 112;ASA SUL;Brasília;DF;70340906;21;35531692;;gleciana@platinumbeneficios.com.br;GLECIANA SILVA VIEIRA;ADMINISTRADORA;2013-08-01
420956;27700000000000;PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME;PLENA ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;Rua Doutor Arlindo Sodré;645;;Centro;São Mateus;ES;29930290;27;31181900;;danilosassaroli@gmail.com;DANILO HADDAD SASSAROLI;Diretor Operacional;2017-07-13
348830;339000000000;PLENA SAÚDE LTDA;PLENA SAÚDE;Medicina de Grupo;AV. RAIMUNDO PEREIRA DE MAGALHAES;12575;SALA 03;PARADA DE TAIPAS;São Paulo;SP;2989095;11;39445439;;regulatorio@plenasaude.com.br;JOSE LUIZ RANIERI;DIRETOR;1998-12-30
403458;1460000000000;PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;PLENODONTO;Odontologia de Grupo;AV. IPIRANGA;337;10º ANDAR - CJ.101;REPÚBLICA;São Paulo;SP;1046010;11;38327448;38379359;jbosco@plenodonto.com.br;JOÃO BOSCO MUNIZ SIMON;SOCIO GERENTE;1999-04-14
418552;97600000000000;PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA;PLURAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;AV. RIO BRANCO ;131; 5º ANDAR, SALAS 501 a 504;CENTRO;Rio de Janeiro;RJ;20040006;21;38616000;;andre@pluralsaude.com.br;ANDRÉ LUIZ CORBACHO VIANNA;DIRETOR PRESIDENTE;2012-06-11
417751;11300000000000;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;Administradora de Benefícios;SETE DE ABRIL ;230;BLOCO A CONJUNTO 102;REPÚBLICA;São Paulo;SP;1044000;11;32575258;32575258;CARECLUB@PLURICARE.COM.BR;LUIZ GUILHERME GOMES PRIMOS;ADMINISTRADOR;2010-12-20
351270;2900000000000;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;Medicina de Grupo;AVENIDA BRASIL;534;SALA 1203;CENTRO;Pato Branco;PR;85501071;46;32242210;;polisaude@polisaudepb.com.br;IVÂNIO FUMEGALI GUERRA;REPRESENTANTE;1998-12-24
415693;4200000000000;POLICLIN SAÚDE S/A.;;Medicina de Grupo;AV NOVE DE JULHO ;355;;JARDIM APOLO;São José dos Campos;SP;12243000;12;37972833;37972833;contato.ans@policlinsaude.com.br;CYRO ALVES DE BRITTO FILHO;DIRETOR;2006-08-02
412228;1230000000000;POLICON ASSISTENCIA MÉDICA LTDA - EPP;;Medicina de Grupo;AVENIDA WINSTON CHURCHIL;300;;PARQUE CENTENÁRIO;Duque de Caxias;RJ;25025237;21;27725777;27725777;policonsaude@policonsaude.com.br;PAULA SÁ BENEVENUTO;SÓCIO-GERENTE;2000-09-14
316903;93500000000000;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;POLIMÉDICA SAÚDE;Medicina de Grupo;RUA GENERAL NETO;353;;FLORESTA;Porto Alegre;RS;90560020;51;32213428;32213666;polimedica@polimedica.com.br;SANDRA RENATA MARCONATO WOLF;ADMINISTRADORA;1998-12-28
346870;89900000000000;PORTO ALEGRE CLÍNICAS LTDA.;POA CLIN;Medicina de Grupo;AV FARRAPOS;629;;FLORESTA;Porto Alegre;RS;90220004;51;30417855;32873621;portoalegreclinicas@portoalegreclinicas.com.br;MARIA CRISTINA NUNES DAS CHAGAS;SÓCIA ADMINISTRADORA;1998-12-22
415081;6150000000000;PORTO DIAS SAUDE LTDA.;PORTO DIAS SAUDE;Medicina de Grupo;TRAVESSA MAURITI;3050;SALA 1;MARCO;Belém;PA;66093020;;;30843038;adrianadias@hpd.com.br;ANTONIO CARLOS CORREA DIAS;REPRESENTANTE;2005-02-03
582;4540000000000;PORTO SEGURO - SEGURO SAÚDE S/A;PORTO SEGURO SAÚDE;Seguradora Especializada em Saúde;RUA GUAIANASES ;1.238;8º ANDAR;CAMPOS ELISEOS;São Paulo;SP;1204002;11;33665199;33668823;diretoria@portoseguro.com.br;MARCELO ZORZO;DIRETOR DE PRODUTO - SAÚDE;2001-07-31
418625;14000000000000;PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.;PORTO DENTAL;Odontologia de Grupo;RUA GUAIANASES;1238;MEZANINO - PARTE;CAMPOS ELISEOS;São Paulo;SP;1204002;11;33666488;33666669;SANDRA.OSSENT@PORTOSEGURO.COM.BR;MARCELO ZORZO;DIRETOR;2012-10-08
417491;11600000000000;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;;Medicina de Grupo;RUA GUAIANASES;1238;MEZANINO/PARTE;CAMPOS ELISEOS;São Paulo;SP;1204001;11;33661722;33668823;diretoria@portoseguro.com.br;MARCELO ZORZO;DIRETOR;2010-08-13
420280;25000000000000;POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA;POSITIVA ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;RUA FRANCISCO TRAMONTANO;101;SALA 1105 - REAL PARK;MORUMBI;São Paulo;SP;5686010;11;22221242;;PAULO.SAMPAIO@POSITIVAADM.COM.BR;PAULO HENRIQUE MOURÃO SAMPAIO;ADMINISTRADOR;2016-11-08
419133;18300000000000;POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS;POSTAL SAÚDE;Autogestão;SBN;QUADRA 1, BLOCO F;ED PALÁCIO DA AGRICULTURA -5º/6º AND;ASA NORTE;Brasília;DF;70040908;61;34256777;;ans@postalsaude.com.br;JOSÉ ORLANDO RIBEIRO CARDOSO;DIRETOR PRESIDENTE;2013-09-25
